Kernel Name,Average Time (μs),Standard Deviation,Average energy spent (J),Standard Deviation,Average power (W),Standard Deviation
CONV_2D,4601.3800925925925,177.03187741820298,0.016328724537037036,0.0015060514985384085,3.557350800397263,0.11319842245658376
DEPTHWISE_CONV_2D,2576.203703703704,155.90920964763194,0.010022488425925926,0.0014497112579225984,3.9363053771671463,0.25243286402415055
CONV_2D,874.9495370370371,84.16569718786269,0.004746560185185185,0.0017782717749649526,4.735333413658368,1.7660244879108078
CONV_2D,2716.0231481481483,76.90491616814822,0.011297381944444445,0.0013915724718447902,4.201003441927775,0.31143432216545786
DEPTHWISE_CONV_2D,4709.826851851852,264.19542539093396,0.01582306712962963,0.0015449771446329093,3.369814423390334,0.10059112827836764
CONV_2D,1413.7189814814815,59.9682802796892,0.006658474537037037,0.0014785128364965153,4.900725146939188,0.689912583817527
ADD,4538.324074074074,223.60862091244354,0.015080736111111112,0.0013503229602688837,3.3278291853583846,0.10102502876376758
CONV_2D,2699.1402777777776,169.73767955048194,0.010632261574074075,0.0014671252245921475,3.9685390198124306,0.26560778714628325
DEPTHWISE_CONV_2D,4681.048148148148,260.7447195876974,0.015715893518518518,0.001550195966630668,3.3799696587956127,0.10605908979472235
CONV_2D,1397.650462962963,98.17473344411331,0.006614076388888889,0.001480599373814136,4.922412112704887,0.6947291738874486
ADD,4537.9638888888885,228.8140106588,0.015089458333333333,0.0013476107915440982,3.3323893740384403,0.0992176741738862
CONV_2D,2700.420833333333,145.6349960207787,0.010593668981481482,0.0014287084134645943,3.9690235398354146,0.2721107440842734
DEPTHWISE_CONV_2D,4556.116203703704,256.2644791147585,0.015453923611111113,0.001522351513527284,3.400194446851284,0.10453230383380292
CONV_2D,1410.0583333333334,68.2773641046143,0.006703226851851853,0.001481101107353885,4.913409247140975,0.70235979491466
ADD,4536.907407407408,221.97488125482414,0.015113090277777779,0.0013414753050894146,3.3460446461386852,0.10475192857524342
CONV_2D,2693.9407407407407,120.29521636762114,0.010611078703703704,0.0014289710080872444,3.9717007057307443,0.26683340495295166
DEPTHWISE_CONV_2D,4557.777314814814,258.28264546489635,0.015446164351851853,0.0015130173429055312,3.4019024945157965,0.10739383931472365
CONV_2D,2086.1041666666665,129.19567696173837,0.008909134259259259,0.001006560282519046,4.2913489318372315,0.2852064749223759
CONV_2D,4665.968518518518,153.49206436728622,0.01832625462962963,0.001596806245342168,3.9366385942144846,0.1376667364092519
DEPTHWISE_CONV_2D,6995.1092592592595,392.3664883888052,0.021711939814814816,0.0017054560080669973,3.1010125516608715,0.06671583011166818
CONV_2D,2938.3689814814816,98.27968621763449,0.011768527777777779,0.0009894208739940054,4.01653469347576,0.20827841179396403
ADD,6792.386574074074,327.9184774838101,0.021259972222222222,0.0017697904181649294,3.1362798249733155,0.08152731532631524
CONV_2D,4679.580092592592,252.82959616367646,0.017016180555555555,0.0015224931033693055,3.647035610414298,0.13044248593952637
DEPTHWISE_CONV_2D,7018.940740740741,382.17640173602524,0.021781650462962963,0.0016570940429485924,3.1014979729308547,0.06648565258915287
CONV_2D,2924.497685185185,94.10199349549838,0.011681356481481482,0.001006301643604418,4.012550407068669,0.21685984511090875
ADD,6791.761111111111,324.042208851384,0.021253101851851853,0.0017339108703427828,3.1300118618260058,0.08154945827497825
CONV_2D,4680.656944444445,152.99632166335056,0.017009789351851854,0.0014401532083419904,3.6472013811280504,0.12818434211693497
DEPTHWISE_CONV_2D,1796.3412037037037,112.87006527679576,0.008143030092592592,0.0012605769903625377,4.654560821043713,0.618376391674099
CONV_2D,1309.076388888889,99.24402770498598,0.006367863425925926,0.0014472614088388417,5.0568516497030656,0.6415660866735738
CONV_2D,2759.787037037037,128.00152277204202,0.011861212962962964,0.0014412539023809295,4.368605214511377,0.33115415014520205
DEPTHWISE_CONV_2D,2638.971759259259,211.44534500594423,0.010653319444444444,0.0015463487983920642,4.048594233023454,0.27586708836630985
CONV_2D,2067.711574074074,141.1295656851719,0.008853148148148148,0.0010226954541509487,4.298147053669121,0.2921554813069277
ADD,2836.990740740741,147.66550321653344,0.011127840277777778,0.0012084223913341313,3.949391262295419,0.26148612446737296
CONV_2D,2718.8342592592594,129.1181211010814,0.010833881944444445,0.001449976296884142,4.045995067803178,0.28700551069961555
DEPTHWISE_CONV_2D,2707.525462962963,157.27714774718345,0.010830643518518519,0.0013961620849190105,4.009466355816075,0.2648363256605687
CONV_2D,2076.5041666666666,71.35388450876897,0.008848532407407407,0.0009585038852419086,4.2746592966403725,0.2725658524226074
ADD,2836.2027777777776,144.47046216001524,0.011086622685185185,0.0012196014238662128,3.940357843275882,0.25924634585258205
CONV_2D,2732.9819444444443,93.72671635762185,0.01085825925925926,0.0013699267527078362,4.0127836896577005,0.2750224496522485
DEPTHWISE_CONV_2D,2713.2203703703703,156.15081015151327,0.010736064814814816,0.0013971837996030138,3.992920072687122,0.2610128100066356
CONV_2D,3820.436111111111,295.7705905165458,0.01460283564814815,0.0014855482849051947,3.8295682727603997,0.16017704759394244
CONV_2D,5597.584722222222,189.52272229627113,0.02182296064814815,0.0017168801298855655,3.9092277570224003,0.10005515513755096
AVERAGE_POOL_2D,217.75416666666666,25.585047558384854,0.0013689930555555556,0.002629604452449201,1.369090955524809,2.629784985314438
CONV_2D,2329.04537037037,189.17756889007512,0.010668388888888889,0.001654057832038649,4.621374105088054,0.2654939831547552
RESHAPE,4.666203703703704,14.09498750000054,3.3215277777777776e-05,0.0004649196191457073,0.03321535783130721,0.4649217045840009
